PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43,PC44,PC45,PC46,PC47,PC48,PC49,PC50,PC51,PC52,PC53,PC54,PC55,PC56,PC57,PC58,PC59,PC60,PC61,PC62,PC63,PC64,PC65,PC66,DATE
-31.019846941807224,-119.9110459444211,10.555187043779343,-64.25217418263549,11.460027645025576,-26.947779812179114,32.53916407576713,-25.432122583379645,18.02905086742783,-24.69035979288929,11.489554373444788,7.664754345347376,-1.9946786016519042,1.9800897593481086,-4.7039104569906005,8.04509576820925,-7.884367892966131,9.955968132025172,-4.86597379186869,7.184304805246999,-1.0266688315253885,2.014583987083037,18.021613707032596,-5.000820452818096,3.0904029449248283,7.576041525594638,17.159711058075562,-16.66113657179066,-5.454192949003416,8.438803052153654,1.8029126814838528,-1.632385796714443,-0.08931345088079502,-3.4002995601339374,-3.169170870070105,-4.276553103388632,0.6744661802891314,9.961339846368114,6.549599848841227,5.554221829071073,-6.989153570562255,-2.154681004535934,-5.347817445582576,-2.987406057364309,2.5513621911818127,1.266653939563483,0.5772078726953853,1.2723816254639495,0.2413015365112504,0.5686456011089648,1.38280070920084,1.1656700549430272,1.4674142831163215,-1.0799225404323296,-2.659941937341623,-2.6158802478127585,-2.5821590778634547,-0.7929214957575793,-0.09718793070074754,4.742165489958431,0.9678358950296149,1.1478897068666656,-1.5822521539615926,-1.924965367023957,-0.41963455990211523,1.7982247255965436,2012-01-01
-26.873025378502145,-118.23235615823226,17.021238530312676,-61.85183688282963,16.130657902105572,-28.32799977323297,-6.981584532829895,-40.565873087319574,15.475421767931133,-10.483091331107564,12.563988249836722,6.6171339179803095,7.423149505959674,-6.564055806082017,-2.5391134858513116,3.8054104112516383,-6.176585335168559,-4.736113306483581,-6.625705555037626,-1.3627067108178161,-10.094428110730743,-5.128063322058844,2.232512997264764,-6.213507979676285,-4.61182131053389,-2.3201025319115187,1.6891250850456399,-1.1534083721047388,1.748912440685396,1.6264913274082258,0.6138320035300799,4.59954946827115,4.608219593719564,1.6783729000335041,-3.7443405865004533,2.130696930144705,-1.0527523125813076,-14.944178935410669,-3.0400831209294608,-7.471737456113724,2.2468264676605196,2.8264710962469772,-3.0687290604769246,-2.589111359864349,-5.1308994543217255,1.5596085291176953,-0.31658696047621127,-2.4298493635055842,0.3717778141425567,2.623988285965356,-5.607463718911849,-3.2216839525936463,-4.875674674966287,6.051976234204168,5.784780140304602,8.465138748680815,0.5902407483154697,-1.7515247889188064,-0.36284946136871526,-6.523141003935463,-0.23468021144169157,0.7924874356864624,3.000700305422228,8.452224674526322,1.8249285156016852,-6.510434222333928,2012-02-01
-19.671226037003187,-114.3571446553825,16.722017919274933,-57.16668196602555,13.507762943995706,-18.738623449311497,28.229547933240504,-37.0747249041024,-5.97574034045001,3.416924431057568,15.950941905130655,7.106179048556038,1.9661200274281614,-11.22598402609782,0.6630230283866205,0.7269850029449425,3.1706886745268563,-13.38877782658759,-4.4103558603185675,-0.6833422743935824,2.175866819743555,-0.3926776560853593,-0.41845015920336154,-0.76473743915061,1.3451422642968136,-5.10879091001408,-1.0758675984505495,10.31631820782654,-0.7951617891711915,-1.5233096905339991,1.4847061135167723,2.3180246797429223,-2.547136136846959,1.5505203128816099,-3.7200310619949892,6.819502508347962,2.698519577649413,-9.98676199496369,-8.76053376519459,-0.7673803020167187,0.4369290045438109,-2.933592103508961,10.576176031299829,3.482975749744596,0.35599813856445534,-3.673411633308808,-1.7949623214263188,-2.5155248982969525,-0.7846261842713154,-3.9382212133774677,9.619733963097122,-0.0913032279249959,-0.7052529393561828,-2.077449257153964,-1.326835495494118,-9.200163832633633,1.543873406142668,2.7170402970430674,-3.3370467258970664,0.7300888560458669,1.237330046981979,-5.9078102276354985,-2.835985263409905,-8.628278063354728,-3.925379493984339,5.444537320970887,2012-03-01
-14.720772402158127,-100.78558732752572,22.80050791924129,-44.52311437782752,4.461134626482873,-26.965052523558754,-9.942929413301808,-43.646346887411134,-13.35294814800751,4.463948601623905,10.768144029859705,6.338884624157686,4.709807257213061,2.2368987471321033,-2.5980944497054583,-0.9282893746282184,-4.285431898913016,3.338291453935598,17.535556704293565,-1.2225226840558818,4.770276074296945,2.399290951582944,-5.537092056672436,-0.04319268897673588,-2.605404351228402,3.1052823578114546,-6.441108369685719,8.74284816904008,1.7351966942275,-2.2297811856435397,-1.171096454106999,-8.978384067759935,1.0121410248375746,3.9030310472111456,6.5664236351312635,-8.286352383938228,-3.305567216545289,8.200442417511528,2.7212562866820185,1.2466415090816652,5.776736412126791,2.323939004094777,8.439982051855168,5.710415507246046,0.028379287491687756,5.5404092028768055,0.21798739092159627,-2.861859244448751,1.9684806684128409,-4.505894921051682,-5.044419050025102,4.946646405101132,7.753882554665184,-6.097977416822356,-3.198760750786829,3.4787237851642465,-0.1712185598850302,0.3610677374727328,10.228443736800568,-1.6975548299824301,-4.448313784796382,3.353612851829472,3.9038004787676215,0.5381865922611675,3.646154084854317,1.6553086890748219,2012-04-01
-10.735541243833028,-101.5749647142502,17.582666158040166,-40.74606679126299,-12.27130676819358,-23.269514817152828,26.27939901109072,-30.755517689951933,-24.27216981070412,10.815625029120868,11.311314559894512,4.5287788884686275,-6.495857797419992,4.992788519919135,-3.2000859578472385,-4.765209567173242,4.761253106444432,2.9338059056705705,5.948646586607004,-4.30187646117367,5.309606844228227,3.3174561608169606,-12.563025448879127,12.874230682918187,-1.9056262852013508,-1.7451379979087387,-17.480913462029584,0.4712676112611007,7.517812737933337,-7.671936726242154,-3.2833738306551057,2.379063401127205,-3.2581022451162864,-3.990825250227756,6.8584448753757,5.372212834737253,-0.6939448459503789,10.207565499450698,3.5590317542144145,1.6832147570170737,-2.047016908902664,0.8384946660296355,-11.36112621395201,-4.788614901618808,3.3673994963409517,-6.367646217140483,1.5183054779804561,8.148277535475822,-2.2148354695347434,6.233203406883779,-0.6193648401245737,-2.3265280124815684,-3.6322180441819083,2.456932379523329,0.41856726520439497,-0.029058572018255777,1.1566729634012582,-0.48053070955503463,-7.218582700173507,2.5595689204294936,2.7048650946622597,0.857929968909002,-2.4373117296669453,2.003808524297414,-1.2430621326636255,-2.685070114722935,2012-05-01
-3.9666055470335726,-99.95449406364874,14.334566860481933,-16.742935995390393,-44.5070927674955,-16.980861281034404,-18.059055639079457,-5.901818091981881,-0.004080601221549131,8.570033264416026,-14.112296616569521,-7.709200062431667,-24.6368669460641,15.647690152323756,1.670675859957416,-11.60304387069791,19.908167895726052,10.875072267409696,-18.649042278353466,-3.607576417588451,-0.2805762462256347,4.093340055150585,-10.241537858780173,6.433231618372763,13.531022052718884,1.641550955017507,-3.014591771222958,-0.24071490698509992,-11.33534690743767,-0.7352972864037424,1.8399131158761686,4.310885826109403,-2.3318024248959413,0.6023315228841515,-10.106378183469209,-10.361048083508518,9.598439205437005,-1.0081462841483613,-5.353681461549397,4.27730495180973,-2.1987842892308844,-6.002632518029813,0.1455991039531097,6.429724190032361,-4.523762537496427,5.095594023427399,-2.1970292057878367,-1.0661627637970923,2.6253067829300742,1.897701818595601,-1.3004746842829402,-3.845232533521374,4.528377469995576,3.6180119343960806,1.9833266573503356,3.097547660297834,-2.013718455557781,-0.813989368959014,0.4477547444366627,-0.4956155876849497,-0.03228307711279482,0.6969413942319981,0.6948993741890432,-1.1693564229696445,0.8094329555872359,0.44076685726060105,2012-06-01
-8.991081053748438,-100.12659605971751,7.878623237403512,-11.76140880537543,-61.90690348539571,-9.827965345261623,19.321644518144883,15.74799341924192,9.057418103069919,-10.564623984000413,-19.16842283170647,-10.08242327140202,-3.4214893267554483,17.52377021605224,6.042587295050981,-12.53746203617834,11.095703238778878,-3.343106895412324,1.4415508324185318,-17.989313094892164,-6.40048166326812,1.804440144582098,-2.4058166552534903,0.3742402680860884,1.6230043433649777,2.9487907580950177,4.923576683114204,-0.6902761226150695,-5.30492370651086,-1.4666514206614263,4.2859249744168295,1.35107114548874,2.6727962677347312,1.230038060272259,9.765790146355373,1.6645249478296167,-4.108960365356658,-3.3303949935810797,7.873509379887807,-2.4048494563329825,0.42342212060277995,10.070965424760182,1.6030474218145858,-7.397284390284787,0.27568536465194005,0.9590494348775199,-0.1415535410420758,-5.858443635903907,-2.263610924599275,-11.083933762801221,-0.6713813233473946,5.4882400040904615,-8.134273905439374,-6.418197956152661,6.062937895491218,-4.029385500158528,-0.6506853507533674,-2.1883309896114813,1.5116340747810244,2.9153340295774877,2.8810491054442195,-3.3973788491041175,0.47700853824923195,1.4963148754043023,-0.9124273536691537,-0.9207991646885788,2012-07-01
-7.391135880715719,-94.32934180144053,14.019037245971854,-4.473002289429546,-54.23854336191842,-11.213642398176264,-19.723640799919032,5.159019983528532,2.7556658524991047,-11.923701974902421,-19.246185920568156,-10.79933450728466,10.237268470842594,13.508918793518854,10.682764241019841,-7.0452473810996175,5.9198977822332655,-6.017129148102912,-1.7445217611157326,-2.667051167204052,9.668867309062664,-1.6986629415866208,-3.943240836123943,2.6658078497696063,-4.269080800863269,-3.574083087524609,12.172756769187803,-10.173463154865727,0.735462694666386,5.6813574716926825,-1.2736621926345022,-3.3334979308022654,-3.322298370252664,2.7628398823462104,3.8345078606376757,10.894603854915918,-6.120964393271179,-5.801551679553148,-2.8804091328526034,-1.0590987598039217,1.7658738423946974,-1.3846735298657202,4.137648563791317,-0.6382245908011415,1.410654749202935,-8.016624099009528,3.3494720538830167,6.89678371031068,-1.9424978439272247,5.570972403491179,0.49012507924324394,0.9127736244591995,4.413056404499577,5.436781182976898,-11.995057683565754,1.7136442695350518,3.795311782453418,5.227123117259835,2.886222819633534,-0.7817222601613715,-8.007046069359623,3.1708757175826214,-1.585598550764883,-0.5670275092245006,1.0840925696659283,-1.1878248404448317,2012-08-01
-3.2003804360841412,-87.0241847887151,14.529050677971123,-10.226845327194884,-22.23604543963172,-4.968770630234011,12.168947439011474,20.122234875397,-27.195897637342437,-2.4729475401899634,-14.366115777998433,-17.192999803301582,13.19033616778176,4.431057423522282,12.230578327678211,-6.265217841264613,1.0107308751808293,2.659861968421348,2.5367437349120388,9.615926407593237,5.227738417755625,-4.3975648357971435,-1.4118111086963119,-18.36009547850977,-4.76431686335056,-5.55428312900791,5.1562471428911145,4.52861351443232,-3.04602032324252,2.441093717172877,-6.067566546966715,-6.075965007848164,14.993349823628122,-3.9424457370942623,1.8289311493954468,-0.1411133490942449,-4.1475670635302775,4.671935284254335,0.45721937624653525,-1.6957715726544882,6.414846528552779,-3.8399553367487287,-1.3074850505034488,5.654792422244559,2.7154943663191324,1.7651789967502183,-6.395054495350884,0.8714016560919013,1.261006035452327,10.496666503094035,4.187012479802479,-2.262307723911071,1.7139255485680538,-4.351584784471646,6.894521761795176,1.1356142715501805,-2.762077092053703,-2.0080083174669565,-5.817837037710362,-5.020820617799673,6.883776089289022,0.1375585277867467,2.145938504780617,-2.6773556022984324,-0.16120784224342652,0.7646173934735112,2012-09-01
-0.9459378040278407,-84.08468258202305,16.22217305231035,-10.206250182737751,-11.831782962391873,-11.914168352341726,-27.592471008375263,15.024273403534059,-27.43181625727028,1.6103154393815895,-12.183015972636747,-15.199803037894014,9.940725231057034,3.368753910941479,10.040480664060468,-1.3999237098084134,-4.321751012502262,2.577067080698989,2.9439322416414377,13.69332695113703,-2.122547416703028,-4.530002168151583,6.715987292798234,5.347169581124278,-10.507565713930951,-1.6014653905241796,2.9846658859311552,12.471453813520673,11.037260511979099,2.473380726841319,-1.9595886409664705,2.306772214267167,2.1404717606963812,-4.720228291752724,-6.201939600948339,0.23110548177799384,6.398307552910247,2.3888434068533955,-1.6749175198721047,-0.6768923799274179,0.4677634117397409,-4.332540350122407,-8.776244664424508,-2.05614627484027,3.4303009478866233,7.5035574435178916,-1.0189137678577647,-8.554380674776352,0.9446296415281731,-9.4180039949924,-4.309211816543933,-5.614913934032015,-4.033142713502031,4.551158201622713,-3.804913281141565,-2.2356106370461024,2.884539622879612,1.6102852530925824,1.9615907914598696,6.521258533911838,-3.7151886256449442,-0.7468703516630018,-5.82776807385565,3.8578452753429353,-3.5524949572768407,3.4622502464821956,2012-10-01
-0.4505606286126851,-80.241179682548335,13.228981104757313,-15.534115696432963,3.7207350256608525,-12.459471918329807,6.4271937355215885,36.772668120863294,-30.77014023139821,-7.456335602554864,-11.54311085477457,-15.130764299254176,-2.427299691594271,3.743025573688164,8.225646375125303,0.04125171404254368,-6.654952294593678,-3.3191734633066314,10.476601166572646,6.409226057300578,-7.887595478148043,-1.20011894766431,11.666426766085348,0.7615149799901932,-5.04827401592715,-0.5196311139776604,-6.46343270576607,-3.557580608415358,9.6806812247581,2.782313130932306,0.360910227094371,0.8927584229686425,-16.416147011674695,-0.5338454700536224,-9.274169770377567,-6.740426818347164,4.746936829204416,1.56984701320637,-5.958305508690859,0.31328819732744684,-4.667468391338172,5.3595500428074185,5.868998695286818,-0.7636380139599959,-5.151090290485119,-0.1510930835787782,11.585664660759566,8.294707485593909,-0.26101538599966384,0.21647466833154266,2.5373047023185014,5.197260981701174,-0.9268602475679174,-0.8899566824321754,3.918759628670593,-2.3698384120917186,0.04062002258890007,-2.1635263539310974,0.18547222894012466,-5.368707636905541,2.0796799147330747,-2.260787286996448,5.362529786925389,-1.2568594496547811,3.2585508319973444,-2.9032514469895356,2012-11-01
3.571850774513719,-82.21293854868455,14.859954618703611,-16.035499339041362,11.502740240120605,-11.269626716759998,-30.44504321166981,29.575595373186605,-9.397940610861653,-13.050140902778864,-12.46769021921377,-7.658558039180008,-15.624870717828804,-6.937239109428682,2.0322491818300374,10.700475466746191,-10.82530159038353,-13.3197875492112,5.203042883916011,11.12797031170195,-2.5479230439651306,-1.067971856756722,7.575583020751905,-6.9397466327715325,8.528399498964662,-0.6389989053778217,-10.039757506707868,-0.8535294917704161,-4.35424342151807,-13.449039738453772,4.9716950709903776,9.70143935279527,-1.6208485328701119,8.691738443782324,4.114923840920149,-2.889441236677607,-6.409807054250014,-2.7894846209478175,7.868443341973814,2.468662962713216,-2.452682507139603,-2.8272769807828992,-0.981678863282719,3.0513771336894027,-3.5444751424530128,-14.90797590739004,-4.758346153380261,-7.290354654586737,2.7180844788296508,2.07582620152159,-2.3252691123218985,-0.30952921828756036,-0.2932374469940523,-1.7820771047203994,-3.664963341343896,3.701135990337258,-3.9166545206785046,-0.7480775584315782,-0.19023227211575616,3.346972824296533,-0.02404738999002933,2.5256843386996968,-2.329391915830648,-0.9709964969027887,-0.5900375534474054,1.2232513100788696,2012-12-01
-11.31486818874848,-95.75328062636154,1.4323668185410652,-25.855915520257717,11.13702146966642,8.83948200293225,12.912945292263691,34.956862944125824,24.750460429621114,-0.01092896342860734,-14.060045571338458,-6.2516342069806425,-2.4681629606194515,-10.619672103410737,-0.43117936324559675,17.564441199114427,-10.289542814592147,8.10481407182289,-2.7694021165577256,9.063448488044155,0.20554358871267003,2.796988494397564,1.7135782027431503,14.204144722960478,12.61668131386401,3.188619283854958,-2.8180272897982386,-4.504841501239772,-0.6853745702817738,-11.89587176878951,-3.9669394230653694,0.3542905117710063,0.054595391951097076,3.1453202211403246,3.3509416893984465,6.800156122407342,3.1048110797824164,-1.988410290934595,3.2005935419542415,-5.338943360334812,8.546956194652285,-0.6133911764470915,1.4629075174471327,-5.686288477902623,4.51390480746758,9.598369806805518,-6.0543590081605,5.9090092498064974,-3.4592185483707936,-0.5988690292787167,1.8011338948363784,-2.604592431338113,5.566631129808771,-1.4787431946674203,4.750618353642838,-2.0278763149320067,6.940784903258337,5.078517086006584,-1.1452996161931874,-2.7366948003899205,-3.70113184163557,-0.12573634091008096,5.235467735984296,2.0609693043799853,0.8181219813481146,4.075096969922466,2013-01-01
-6.031839774580928,-89.29280246793752,10.33545280658423,-19.352606975819825,17.29661444765998,9.063603997655857,-26.301512264369325,19.481746340769977,22.60520655738511,11.988119431433347,-11.17046379449502,-5.855433142966202,8.783181795249293,-14.873954913393396,1.2283875211065225,11.862510021531047,-10.110877274637163,-0.7527880705732884,-5.6298671935644,-7.662966701731548,-9.621829359535425,-6.607030615853064,-6.379179991723257,1.002841343291635,7.072177355189509,0.15395872990952741,-8.299511967060385,-1.1289713380233561,-2.699592511095759,0.5824855836048403,-6.830247419471853,-7.329347442154962,6.8448845642601235,-1.3965322635303876,6.21828990346559,2.2856599420776007,-0.5245223701558192,-0.19202727697124752,-6.022556432276219,4.796719305652325,-2.585180356535221,4.117123545546538,0.7081400347186052,3.1917003330196447,2.4308850761314127,8.8154934030064709,5.349009771425343,3.681820831748129,0.2978616472078798,-1.996057090474535,3.198094717399468,3.354868810886964,1.7787130784027918,3.4759993988866262,-6.49004415885755,0.10284757648428584,-6.669816007013848,-4.835339318316759,2.4647199302909506,2.5235587600181995,6.762157455647266,-0.5984868753910672,-9.120060493849591,-2.605116993978689,-2.3299880321760353,-8.513466787467179,2013-02-01
-1.3645613840889586,-81.2425625559866,8.48579370102452,-14.083819973837436,17.48990725829406,17.18365777336103,9.595859186141109,23.25898515271609,4.12191272678758,23.87732922846303,-7.312836179085479,-3.4456552056363523,4.562962333912602,-24.66704339045676,-0.4442241503489537,9.617994256735471,-0.3428127513263859,-12.13103282766898,-8.901790151276007,-7.869020845736956,3.945082639128995,4.624301584672583,-13.786260820859969,-3.0891762518316477,6.850079043181451,1.5213682614437063,5.5892974288421415,5.131725881132957,-2.2574862950299015,8.798192433118517,0.006306312709040355,-8.258532007145677,-5.555995437222763,-7.235682062749898,0.3246594968498815,-3.523604511222935,-0.22690480105616664,4.452997054382391,-9.044567247420177,-2.838839160402492,-8.769840694485861,-1.2652592877511617,-6.9355008429247595,-1.7497921137201973,2.8223881025570496,-5.569122421401109,2.290482972563648,-7.279758607947068,-5.0410067872633935,4.813541418389973,-5.600154029854128,2.0984275569978403,-5.056069605374523,-6.510178387689644,1.2445760096663063,1.420025792358916,0.20097554391971673,0.4489961106944209,0.8327559705530825,1.690237379255793,-7.12646198849691,1.3067536652689868,7.278056730412136,0.40303165437861344,-0.30555663297399716,1.846390767602848,2013-03-01
2.2782510798440443,-67.18934527131019,11.44811095580475,-2.7699914398500867,9.67882138519858,9.194498284444682,-27.18021648026513,12.314914759105054,-2.564402608102604,27.70239698218559,-6.247434162886887,0.6280918113943357,6.296968512351327,-14.22679147477697,-7.162773263120269,8.458924170733,-4.067096581785598,5.779811468070326,7.769889797760408,-14.243562621596997,8.576258498265716,8.289442135641707,-3.52994181686028,4.487942773022361,-1.777603215450903,4.433081915400836,8.702287541340114,-0.6814846441355469,0.628257188741861,7.021686783836105,7.138792006922973,-3.2915034119898894,1.212144146857481,-5.502232287719343,-1.7650990325916613,-6.154405212081334,-3.5564800270185124,1.4958630625826903,7.477604196903216,4.310690482101934,-0.5071855843520214,4.284945321868702,7.9433757067116435,-0.46750503196033694,-7.77049441290224,-6.474514829936619,-4.961963489244983,3.911998428399356,6.641118140778974,-3.805637892868962,-1.8694587611018554,-5.2382406413448646,-0.37312405428959533,7.378576260784885,1.01200421123182,-3.040182333447528,4.022289466910713,-2.8612565393276683,-6.136804906928512,-6.537673252457708,3.689934121996279,-1.7216610020125676,-5.1856533872149955,4.3922412240161055,1.2160408037743706,6.232942125621257,2013-04-01
